,step,ms_reward,ms_phase,ms_policy,mn_reward,mn_phase,mn_policy,pg_reward,pg_phase,pg_policy,hn_reward,hn_phase,hn_policy,dz_reward,dz_phase,dz_policy
369,2145,631,2,[0.65676326 0.3432367 ],144,2,[0.4182169  0.58178306],171,2,[0.36422142 0.6357786 ],19,2,[0.29369038 0.49834928 0.20796034],-382,4,[0.61102587 0.06276248 0.11499848 0.21121316]
370,2150,631,2,[0.67931753 0.32068247],143,2,[0.36903942 0.6309606 ],170,2,[0.39834198 0.60165805],18,2,[0.29539827 0.5001784  0.20442332],-385,4,[0.5889961  0.06343962 0.11279164 0.23477265]
371,2155,576,1,[0.5736434 0.4263566],15,1,[0.3799524 0.6200476],20,1,[0.517667   0.48233297],-142,1,[0.3031923  0.50764143 0.18916623],-461,1,[0.58788335 0.06346752 0.11267447 0.2359747 ]
372,2160,585,1,[0.3250174 0.6749826],30,1,[0.19228631 0.8077137 ],30,1,[0.39952323 0.6004768 ],-132,1,[0.29128045 0.49341896 0.2153006 ],-455,1,[0.62660676 0.06213292 0.11642078 0.19483949]
373,2165,594,1,[0.41521356 0.5847865 ],44,1,[0.1863354 0.8136646],38,1,[0.4057841 0.5942159],-123,1,[0.2848245  0.51355195 0.2016236 ],-453,1,[0.62660366 0.06213568 0.11642482 0.19483586]
374,2170,594,1,[0.26407528 0.73592466],54,1,[0.17955612 0.82044387],43,1,[0.2990436  0.70095646],-109,1,[0.38168824 0.42995647 0.18835534],-438,1,[0.6253751  0.06261527 0.11693199 0.1950776 ]
375,2175,595,1,[0.2508451  0.74915487],59,1,[0.18073216 0.81926787],52,1,[0.31198153 0.6880184 ],-96,1,[0.28999072 0.5000685  0.20994082],-427,1,[0.6264258  0.06223211 0.11655186 0.19479029]
376,2180,593,1,[0.21019301 0.789807  ],65,1,[0.1756552  0.82434475],58,1,[0.3451355  0.65486443],-88,1,[0.36163616 0.4545264  0.18383756],-419,1,[0.6247655  0.06312607 0.11776108 0.19434729]
377,2185,595,1,[0.36994678 0.6300532 ],72,1,[0.18175644 0.8182436 ],64,1,[0.34324256 0.6567575 ],-81,1,[0.3806513  0.42224312 0.19710559],-405,1,[0.613376   0.0660611  0.11915976 0.20140308]
378,2190,600,1,[0.44061506 0.55938494],84,1,[0.18204813 0.8179519 ],75,1,[0.2942662  0.70573384],-75,1,[0.30812946 0.47883517 0.21303537],-389,1,[0.6242264  0.06283081 0.11691959 0.19602314]
379,2195,605,1,[0.46812275 0.5318773 ],91,1,[0.24548031 0.7545197 ],84,1,[0.21605258 0.78394747],-69,1,[0.29235747 0.4926639  0.21497862],-379,1,[0.62660295 0.06213452 0.11642215 0.19484046]
380,2200,611,1,[0.48077583 0.5192241 ],96,1,[0.2232884 0.7767116],95,1,[0.20708548 0.79291457],-59,1,[0.29126155 0.49352086 0.21521765],-373,1,[0.62660867 0.06213283 0.11642094 0.19483757]
381,2205,617,1,[0.32895258 0.6710474 ],107,1,[0.18946603 0.81053394],105,1,[0.1886199 0.8113801],-48,1,[0.2908859  0.49333736 0.21577682],-367,1,[0.62660867 0.06213283 0.11642094 0.19483757]
382,2210,620,1,[0.35139376 0.64860624],110,1,[0.2794408  0.72055924],116,1,[0.19405077 0.8059492 ],-41,1,[0.2909808  0.49379116 0.21522805],-359,1,[0.6266082  0.06213312 0.1164213  0.19483744]
383,2215,621,1,[0.35747826 0.64252174],113,1,[0.23491564 0.7650843 ],127,1,[0.17812118 0.8218788 ],-31,1,[0.29105967 0.49337786 0.2155625 ],-350,1,[0.62660867 0.06213283 0.11642094 0.19483757]
384,2220,625,1,[0.35615817 0.64384186],121,1,[0.16479094 0.835209  ],140,1,[0.20859835 0.7914016 ],-19,1,[0.2821276  0.49015394 0.22771855],-344,1,[0.62660104 0.06213715 0.11642674 0.1948351 ]
385,2225,630,1,[0.33952662 0.6604734 ],124,1,[0.1727429 0.8272571],150,1,[0.21335581 0.78664416],-8,1,[0.27982318 0.50763    0.21254681],-337,1,[0.62463576 0.06324941 0.11791889 0.19419599]
386,2230,632,1,[0.33074605 0.66925395],132,1,[0.14936718 0.8506329 ],158,1,[0.19519417 0.8048058 ],4,1,[0.28416526 0.50173175 0.21410303],-326,1,[0.62654626 0.06216808 0.11646837 0.19481726]
387,2235,637,1,[0.3306409  0.66935915],139,1,[0.14634266 0.8536573 ],167,1,[0.2336831  0.76631695],15,1,[0.29071525 0.49423772 0.21504696],-316,1,[0.6265874  0.06214483 0.11643709 0.19483063]
388,2240,640,1,[0.33079183 0.6692082 ],143,1,[0.18770666 0.81229335],176,1,[0.21336512 0.78663486],26,1,[0.2889024  0.4966081  0.21448939],-305,1,[0.6261801  0.06237503 0.11674664 0.19469815]
389,2245,643,1,[0.38057864 0.61942136],145,1,[0.13648762 0.86351234],179,1,[0.17818315 0.8218169 ],29,1,[0.24539484 0.5553136  0.19929165],-405,1,[0.61222035 0.07035871 0.12725148 0.19016953]
390,2250,637,2,[0.48923683 0.51076317],152,2,[0.15717678 0.84282327],183,2,[0.1774817  0.82251835],26,2,[0.30082357 0.47697374 0.2222026 ],-403,4,[0.62639034 0.06225486 0.11658426 0.19477057]
391,2255,641,2,[0.4797466  0.52025336],153,2,[0.35980007 0.64019996],185,2,[0.20892349 0.79107654],27,2,[0.32275492 0.4484169  0.22882818],-404,4,[0.62659335 0.06214093 0.11643144 0.19483425]
392,2260,649,2,[0.4123091 0.5876909],152,2,[0.4415189 0.5584811],187,2,[0.2479727 0.7520273],27,2,[0.29171017 0.49288657 0.21540321],-399,4,[0.62658864 0.06214411 0.11643606 0.19483127]
393,2265,656,2,[0.42118153 0.57881844],152,2,[0.43125838 0.56874156],187,2,[0.37356687 0.6264331 ],26,2,[0.29114953 0.49324653 0.21560396],-402,4,[0.6260311  0.06245888 0.11685915 0.19465089]
394,2270,663,2,[0.4476699 0.5523301],151,2,[0.47039494 0.52960503],187,2,[0.4052861  0.59471387],25,2,[0.29113048 0.49326786 0.21560168],-402,4,[0.6241529  0.06224133 0.11620586 0.19739994]
395,2275,668,2,[0.57348675 0.42651325],151,2,[0.37615448 0.62384546],186,2,[0.37059942 0.62940055],23,2,[0.2861804  0.48816058 0.225659  ],-405,4,[0.6043994  0.06299166 0.11435784 0.21825106]
396,2280,674,2,[0.64846635 0.35153365],151,2,[0.33578387 0.6642161 ],186,2,[0.3659881  0.63401186],22,2,[0.27879134 0.48027813 0.24093054],-407,4,[0.6003776  0.06311992 0.1139591  0.2225434 ]
397,2285,673,2,[0.68795484 0.31204516],150,2,[0.3352477 0.6647523],185,2,[0.42184058 0.57815945],21,2,[0.2829086  0.48478112 0.23231031],-410,4,[0.5892949  0.06343202 0.11282301 0.23445009]
398,2290,622,1,[0.44878334 0.5512167 ],16,1,[0.25912207 0.7408779 ],19,1,[0.56537056 0.43462944],-158,1,[0.29040852 0.49259296 0.21699847],-494,1,[0.5905154  0.06340056 0.11295073 0.23313333]
399,2295,631,1,[0.40515873 0.59484124],30,1,[0.16839798 0.831602  ],32,1,[0.3995984 0.6004017],-149,1,[0.29130867 0.49344873 0.21524248],-492,1,[0.62660813 0.06213289 0.11642092 0.19483808]
400,2300,637,1,[0.42093185 0.5790681 ],41,1,[0.15717502 0.84282506],39,1,[0.34753388 0.6524661 ],-138,1,[0.40642393 0.3958994  0.19767667],-489,1,[0.63005966 0.06028432 0.11566496 0.19399108]
401,2305,637,1,[0.40369093 0.59630907],53,1,[0.14608201 0.853918  ],44,1,[0.29068103 0.70931894],-128,1,[0.40481228 0.39745018 0.19773756],-475,1,[0.63008416 0.06028048 0.11566951 0.19396587]
402,2310,637,1,[0.2216264 0.7783736],59,1,[0.15445021 0.84554976],52,1,[0.2652594  0.73474056],-119,1,[0.4067298  0.39727247 0.19599776],-462,1,[0.63005966 0.06028434 0.11566496 0.19399108]
403,2315,638,1,[0.19994935 0.8000507 ],62,1,[0.13737376 0.86262625],56,1,[0.33111623 0.6688838 ],-113,1,[0.40557334 0.39622617 0.19820042],-456,1,[0.6300608  0.06028416 0.11566517 0.1939899 ]
404,2320,641,1,[0.19028947 0.80971056],68,1,[0.15281 0.84719],60,1,[0.36169773 0.63830227],-110,1,[0.4059881 0.3955786 0.1984333],-444,1,[0.63005954 0.06028435 0.11566494 0.19399114]
405,2325,644,1,[0.34977952 0.6502205 ],80,1,[0.1672285 0.8327715],66,1,[0.1905379  0.80946213],-106,1,[0.40558872 0.3958972  0.19851409],-434,1,[0.63005954 0.06028435 0.11566494 0.19399114]
406,2330,649,1,[0.3831716  0.61682844],88,1,[0.20810227 0.7918978 ],73,1,[0.19552281 0.8044772 ],-101,1,[0.32189533 0.46705315 0.2110515 ],-427,1,[0.63005954 0.06028435 0.11566494 0.19399114]
407,2335,657,1,[0.3945521 0.6054479],95,1,[0.17773896 0.8222611 ],79,1,[0.19314294 0.80685705],-92,1,[0.29947856 0.4867667  0.2137547 ],-423,1,[0.63005954 0.06028435 0.11566494 0.19399114]
408,2340,662,1,[0.33034906 0.6696509 ],103,1,[0.12552905 0.874471  ],89,1,[0.18693268 0.8130673 ],-82,1,[0.30847472 0.4784693  0.21305601],-419,1,[0.63005954 0.06028435 0.11566494 0.19399114]
409,2345,664,1,[0.28344843 0.71655154],109,1,[0.10790333 0.8920967 ],102,1,[0.18231723 0.81768274],-73,1,[0.34734797 0.44450116 0.20815092],-409,1,[0.63005954 0.06028435 0.11566494 0.19399114]
410,2350,665,1,[0.26014948 0.7398505 ],116,1,[0.11154976 0.88845026],111,1,[0.17996176 0.8200383 ],-62,1,[0.29115218 0.49202275 0.21682513],-403,1,[0.63005954 0.06028435 0.11566494 0.19399114]
411,2355,670,1,[0.30750358 0.6924964 ],120,1,[0.2261761 0.7738239],117,1,[0.18258901 0.81741095],-52,1,[0.28192762 0.48899457 0.2290778 ],-398,1,[0.63005954 0.06028435 0.11566494 0.19399114]
412,2360,674,1,[0.28837422 0.7116258 ],123,1,[0.26613924 0.73386073],130,1,[0.22286876 0.77713126],-41,1,[0.2920489  0.49254954 0.21540159],-386,1,[0.63005954 0.06028435 0.11566494 0.19399114]
413,2365,680,1,[0.23427917 0.76572084],124,1,[0.2719122  0.72808784],141,1,[0.22315155 0.77684844],-31,1,[0.29096872 0.49071097 0.21832025],-378,1,[0.63005954 0.06028435 0.11566494 0.19399114]
414,2370,683,1,[0.21460801 0.78539205],128,1,[0.27027145 0.7297286 ],147,1,[0.20732464 0.7926753 ],-23,1,[0.29291633 0.49281898 0.21426469],-366,1,[0.63005954 0.06028435 0.11566494 0.19399114]
415,2375,684,1,[0.20997769 0.7900223 ],133,1,[0.2501066  0.74989337],159,1,[0.21824172 0.7817583 ],-10,1,[0.29149735 0.49250644 0.21599619],-357,1,[0.63005954 0.06028435 0.11566494 0.19399114]
416,2380,684,1,[0.2081989  0.79180115],134,1,[0.18482235 0.8151777 ],162,1,[0.19807965 0.80192035],-7,1,[0.39488682 0.40461487 0.20049836],-445,1,[0.63006157 0.06028403 0.11566531 0.19398907]
417,2385,678,2,[0.20224722 0.79775274],141,2,[0.18847854 0.8115215 ],166,2,[0.18151544 0.81848454],-14,2,[0.30901402 0.4781047  0.21288131],-444,4,[0.63006127 0.06028408 0.11566526 0.19398938]
418,2390,685,2,[0.30591363 0.6940864 ],142,2,[0.36951417 0.63048583],169,2,[0.19264281 0.80735725],-15,2,[0.34061846 0.42511535 0.23426618],-443,4,[0.63005954 0.06028435 0.11566494 0.19399114]
419,2395,690,2,[0.19935177 0.8006483 ],141,2,[0.22521922 0.77478075],171,2,[0.2197734 0.7802266],-15,2,[0.29594475 0.48861217 0.21544316],-446,4,[0.6300569  0.06028448 0.11566471 0.19399385]
420,2400,693,2,[0.20725505 0.79274493],141,2,[0.22472905 0.775271  ],172,2,[0.2917679  0.70823205],-16,2,[0.31017417 0.5120494  0.17777646],-448,4,[0.6290373  0.06033075 0.1155782  0.19505376]
421,2405,698,2,[0.3497025  0.65029746],140,2,[0.23905624 0.76094383],172,2,[0.4007101 0.5992899],-17,2,[0.3107337  0.5120115  0.17725477],-451,4,[0.5983203  0.06147394 0.11273128 0.2274745 ]
422,2410,703,2,[0.40282175 0.59717834],139,2,[0.29738587 0.70261407],171,2,[0.36617428 0.6338258 ],-18,2,[0.31281847 0.509632   0.1775495 ],-453,4,[0.5958294  0.06154627 0.1124813  0.23014304]
423,2415,706,2,[0.46270162 0.53729844],140,2,[0.29300463 0.7069954 ],172,2,[0.35157058 0.6484294 ],-20,2,[0.32653534 0.49410412 0.17936055],-456,4,[0.59096164 0.06167918 0.11198501 0.23537411]
424,2420,706,2,[0.43883508 0.5611649 ],139,2,[0.26790297 0.732097  ],171,2,[0.3842061 0.6157939],-21,2,[0.37944904 0.4360677  0.1844833 ],-458,4,[0.59047425 0.06169189 0.11193477 0.23589908]
425,2425,656,1,[0.26699695 0.7330031 ],16,1,[0.265754   0.73424596],22,1,[0.526006 0.473994],-180,1,[0.43334252 0.37982294 0.18683462],-530,1,[0.59060323 0.06168855 0.11194807 0.23576015]
426,2430,666,1,[0.30811793 0.6918821 ],29,1,[0.1593296 0.8406704],33,1,[0.44182593 0.55817413],-169,1,[0.44759786 0.3653315  0.18707065],-526,1,[0.6299582  0.06028897 0.11565636 0.1940964 ]
427,2435,671,1,[0.36545908 0.6345409 ],44,1,[0.16642138 0.8335786 ],41,1,[0.36656147 0.6334385 ],-158,1,[0.5454059  0.26060724 0.19398677],-523,1,[0.6300597  0.06028433 0.11566497 0.193991  ]
428,2440,671,1,[0.4478009 0.5521991],56,1,[0.15824191 0.8417581 ],47,1,[0.32518905 0.6748109 ],-143,1,[0.544762   0.26156923 0.19366883],-510,1,[0.6300804  0.06028108 0.11566883 0.19396971]
429,2445,671,1,[0.23348552 0.7665145 ],62,1,[0.168562   0.83143806],55,1,[0.25055158 0.7494485 ],-131,1,[0.54606557 0.25976515 0.19416924],-499,1,[0.63006026 0.06028425 0.11566507 0.19399048]
430,2450,670,1,[0.1865318 0.8134682],67,1,[0.16231497 0.83768505],59,1,[0.25011906 0.74988097],-123,1,[0.54584146 0.26004902 0.19410948],-489,1,[0.6300726  0.0602823  0.11566738 0.19397776]
431,2455,672,1,[0.2681468 0.7318532],73,1,[0.1634245  0.83657545],65,1,[0.3242836 0.6757164],-115,1,[0.5463575  0.25945446 0.19418806],-476,1,[0.6300962  0.06027859 0.11567176 0.19395348]
432,2460,677,1,[0.39228386 0.6077162 ],85,1,[0.18366711 0.8163329 ],75,1,[0.22427504 0.77572495],-108,1,[0.56195265 0.24243373 0.19561362],-463,1,[0.6300614  0.06028406 0.11566528 0.19398925]
433,2465,685,1,[0.40101537 0.59898466],92,1,[0.1773064  0.82269365],84,1,[0.19405442 0.8059456 ],-104,1,[0.5460548  0.25974494 0.19420032],-453,1,[0.63005954 0.06028435 0.11566494 0.19399114]
434,2470,692,1,[0.4390083 0.5609917],99,1,[0.1589758  0.84102416],93,1,[0.16342068 0.8365794 ],-95,1,[0.54602474 0.2597595  0.1942157 ],-443,1,[0.63005954 0.06028435 0.11566494 0.19399114]
435,2475,696,1,[0.2926171 0.7073829],103,1,[0.16064993 0.83935004],101,1,[0.19152544 0.80847454],-88,1,[0.5403589  0.26358035 0.19606076],-437,1,[0.63005954 0.06028435 0.11566494 0.19399114]
436,2480,698,1,[0.27516696 0.72483295],107,1,[0.21816851 0.7818315 ],113,1,[0.18953323 0.81046677],-77,1,[0.45629323 0.3236138  0.22009294],-431,1,[0.63005954 0.06028435 0.11566494 0.19399114]
437,2485,701,1,[0.21938781 0.7806122 ],113,1,[0.20802903 0.79197097],125,1,[0.19720128 0.8027987 ],-68,1,[0.45173466 0.32774085 0.22052442],-425,1,[0.63005954 0.06028435 0.11566494 0.19399114]
438,2490,704,1,[0.27373013 0.7262698 ],119,1,[0.14487602 0.855124  ],135,1,[0.17340784 0.8265922 ],-59,1,[0.42503828 0.345867   0.22909471],-419,1,[0.63005954 0.06028435 0.11566494 0.19399114]
439,2495,708,1,[0.2422022 0.7577978],122,1,[0.20306298 0.796937  ],145,1,[0.18547744 0.81452256],-50,1,[0.44755733 0.3209056  0.23153707],-408,1,[0.63005954 0.06028435 0.11566494 0.19399114]
440,2500,709,1,[0.18835142 0.81164855],132,1,[0.1137389  0.88626105],157,1,[0.1741535  0.82584643],-37,1,[0.56504226 0.23873925 0.19621848],-398,1,[0.63707197 0.05667942 0.11405686 0.19219181]
441,2505,711,1,[0.17349184 0.82650816],136,1,[0.14015503 0.859845  ],168,1,[0.1749236 0.8250764],-26,1,[0.5456428 0.2553393 0.1990179],-390,1,[0.63707197 0.05667942 0.11405686 0.1921918 ]
442,2510,717,1,[0.30094892 0.6990511 ],140,1,[0.11883427 0.88116574],177,1,[0.16326927 0.8367307 ],-13,1,[0.56837004 0.2351489  0.196481  ],-381,1,[0.6370722  0.05667938 0.11405691 0.19219156]
443,2515,719,1,[0.25225538 0.7477446 ],140,1,[0.14117864 0.85882133],178,1,[0.15564801 0.84435195],-11,1,[0.5947435  0.20745094 0.19780563],-477,1,[0.63707614 0.05667879 0.11405763 0.1921875 ]
444,2520,713,2,[0.29309198 0.706908  ],147,2,[0.13185836 0.86814165],179,2,[0.18764907 0.8123509 ],-14,2,[0.59518725 0.20702685 0.1977859 ],-478,4,[0.63707244 0.05667934 0.11405697 0.19219135]
445,2525,720,2,[0.267186   0.73281395],147,2,[0.33390978 0.6660902 ],182,2,[0.22181842 0.7781816 ],-15,2,[0.5952008  0.20701261 0.19778658],-479,4,[0.6370719  0.05667941 0.11405687 0.19219184]
446,2530,726,2,[0.2715476 0.7284524],146,2,[0.33665326 0.66334677],184,2,[0.20824876 0.79175127],-16,2,[0.59517604 0.20703876 0.19778518],-476,4,[0.6370718  0.05667942 0.11405686 0.19219197]
447,2535,732,2,[0.35842046 0.6415795 ],146,2,[0.3928694 0.6071306],184,2,[0.1981365  0.80186343],-18,2,[0.57658964 0.22690894 0.19650143],-474,4,[0.6347844  0.05678768 0.11387539 0.19455256]
448,2540,738,2,[0.38206413 0.6179359 ],146,2,[0.39877808 0.6012219 ],183,2,[0.20265299 0.797347  ],-18,2,[0.552712   0.28215724 0.16513073],-477,4,[0.598522   0.05816516 0.11065654 0.23265629]
449,2545,741,2,[0.4785651  0.52143484],145,2,[0.33690074 0.6630992 ],182,2,[0.24543554 0.75456446],-17,2,[0.5617822  0.27591524 0.16230254],-479,4,[0.5986279  0.05816203 0.1106668  0.23254324]
450,2550,742,2,[0.5254206 0.4745794],145,2,[0.32477167 0.67522836],183,2,[0.34808624 0.65191376],-18,2,[0.57460696 0.2663277  0.15906526],-482,4,[0.59969395 0.05813013 0.11076995 0.23140594]
451,2555,688,1,[0.33275282 0.66724724],15,1,[0.26727852 0.7327215 ],19,1,[0.33814165 0.6618583 ],-195,1,[0.57476664 0.26620886 0.15902452],-561,1,[0.60435534 0.05798481 0.11121521 0.22644462]
452,2560,695,1,[0.3157157 0.6842843],30,1,[0.15901212 0.8409878 ],32,1,[0.28430557 0.71569437],-187,1,[0.55229366 0.25928342 0.18842301],-556,1,[0.637071   0.05667945 0.1140568  0.19219276]
453,2565,704,1,[0.29720864 0.70279133],45,1,[0.1289145  0.87108546],36,1,[0.19388722 0.80611277],-178,1,[0.5480717  0.25805295 0.1938754 ],-555,1,[0.63707596 0.05667881 0.1140576  0.19218768]
454,2570,707,1,[0.18781178 0.8121882 ],53,1,[0.13820568 0.86179435],40,1,[0.24281648 0.75718355],-163,1,[0.54806876 0.25805944 0.19387177],-550,1,[0.63807994 0.0565276  0.11423989 0.19115253]
455,2575,707,1,[0.16752158 0.83247846],56,1,[0.23463401 0.765366  ],48,1,[0.26407078 0.7359292 ],-153,1,[0.54789007 0.25843152 0.1936784 ],-537,1,[0.67463076 0.05062278 0.12088864 0.15385784]
456,2580,706,1,[0.19343802 0.80656195],59,1,[0.16625684 0.8337431 ],53,1,[0.2972843 0.7027157],-145,1,[0.5472065  0.25930434 0.19348913],-524,1,[0.66090524 0.05293469 0.11838879 0.16777124]
457,2585,708,1,[0.20382589 0.7961741 ],66,1,[0.15872668 0.8412733 ],58,1,[0.30023855 0.69976145],-140,1,[0.57833725 0.22505644 0.19660626],-517,1,[0.6523305  0.05432007 0.11682906 0.17652026]
458,2590,718,1,[0.32665834 0.67334163],77,1,[0.20509867 0.7949013 ],68,1,[0.2840586  0.71594137],-134,1,[0.59500545 0.20722201 0.19777259],-503,1,[0.6525387  0.05428698 0.1168669  0.17630744]
459,2595,725,1,[0.3863434  0.61365664],86,1,[0.15368006 0.8463199 ],75,1,[0.1843022 0.8156977],-130,1,[0.58740634 0.21528304 0.19731066],-495,1,[0.6506743  0.05458264 0.11652794 0.17821512]
460,2600,728,1,[0.24455017 0.75544983],91,1,[0.14411424 0.85588574],85,1,[0.1921026 0.8078974],-120,1,[0.5563226  0.24851857 0.19515884],-488,1,[0.63707256 0.05667932 0.11405697 0.19219115]
461,2605,732,1,[0.17876425 0.8212358 ],95,1,[0.16862416 0.83137584],97,1,[0.17841212 0.8215879 ],-113,1,[0.55096817 0.25451478 0.19451709],-485,1,[0.63737243 0.0566342  0.11411142 0.1918819 ]
462,2610,732,1,[0.1858266  0.81417334],102,1,[0.13324763 0.8667524 ],107,1,[0.15252613 0.84747386],-104,1,[0.5834985  0.21923292 0.19726865],-477,1,[0.6370982  0.05667547 0.11406164 0.19216475]
463,2615,735,1,[0.16257259 0.8374274 ],106,1,[0.20403793 0.7959621 ],121,1,[0.1859344 0.8140656],-93,1,[0.59495616 0.20712882 0.19791502],-472,1,[0.6370748  0.05667898 0.11405738 0.1921888 ]
464,2620,741,1,[0.15645382 0.8435462 ],112,1,[0.12657358 0.8734264 ],126,1,[0.20019333 0.7998067 ],-81,1,[0.5502522  0.24213073 0.20761707],-470,1,[0.63707256 0.05667932 0.11405697 0.19219115]
465,2625,744,1,[0.15843637 0.84156364],119,1,[0.100926 0.899074],138,1,[0.19555297 0.80444705],-70,1,[0.5912293  0.21113792 0.19763274],-463,1,[0.63707197 0.05667942 0.11405686 0.1921918 ]
466,2630,747,1,[0.15879436 0.84120566],126,1,[0.12669148 0.87330854],148,1,[0.19061093 0.80938905],-61,1,[0.59519446 0.20701832 0.19778728],-452,1,[0.6370729  0.05667927 0.11405703 0.19219081]
467,2635,749,1,[0.15988399 0.840116  ],130,1,[0.23264924 0.7673508 ],159,1,[0.20393509 0.7960649 ],-53,1,[0.5951753  0.20703582 0.19778888],-444,1,[0.63714504 0.05666841 0.11407014 0.19211635]
468,2640,752,1,[0.2383093  0.76169074],132,1,[0.12383264 0.8761674 ],169,1,[0.18377711 0.81622297],-41,1,[0.5951135  0.2070949  0.19779159],-433,1,[0.6374036  0.05662953 0.11411708 0.19184984]
469,2645,753,1,[0.19112599 0.8088741 ],135,1,[0.10665733 0.8933426 ],172,1,[0.21906495 0.7809351 ],-35,1,[0.58105797 0.22069304 0.19824894],-516,1,[0.6855904  0.04869163 0.12289919 0.14281876]
470,2650,750,2,[0.2101728 0.7898272],143,2,[0.20442194 0.795578  ],176,2,[0.21389465 0.78610533],-37,2,[0.59284866 0.20920794 0.19794336],-512,4,[0.6857504  0.04866016 0.12291833 0.14267115]
471,2655,757,2,[0.1805082 0.8194918],144,2,[0.29695857 0.70304143],178,2,[0.16865915 0.83134085],-36,2,[0.5952005  0.2070129  0.19778664],-511,4,[0.63707227 0.05667935 0.11405692 0.19219139]
472,2660,764,2,[0.19510959 0.8048904 ],143,2,[0.41015413 0.5898459 ],180,2,[0.26074708 0.7392529 ],-36,2,[0.59520096 0.2070125  0.19778661],-509,4,[0.63707197 0.05667941 0.11405689 0.1921918 ]
473,2665,768,2,[0.2690029 0.7309971],143,2,[0.4063611 0.5936389],180,2,[0.4110661  0.58893394],-37,2,[0.5951995  0.2070139  0.19778654],-511,4,[0.63707185 0.05667941 0.11405686 0.19219185]
474,2670,770,2,[0.30371702 0.6962829 ],143,2,[0.33978096 0.660219  ],180,2,[0.3504357 0.6495643],-38,2,[0.5945961  0.20767382 0.19773011],-513,4,[0.63706    0.05667999 0.11405595 0.19220409]
475,2675,775,2,[0.3049509  0.69504917],142,2,[0.17518248 0.82481754],179,2,[0.33201408 0.6679859 ],-40,2,[0.59109646 0.21185103 0.19705254],-516,4,[0.63704395 0.05668076 0.11405468 0.1922207 ]
476,2680,780,2,[0.38794214 0.61205786],142,2,[0.1756312  0.82436883],180,2,[0.34443593 0.65556407],-41,2,[0.5849573  0.22293557 0.19210711],-518,4,[0.6368715  0.056689   0.1140411  0.19239843]
477,2685,779,2,[0.41016296 0.589837  ],141,2,[0.1728352  0.82716477],179,2,[0.34228414 0.65771586],-42,2,[0.5787839  0.25353238 0.16768365],-521,4,[0.63600904 0.05673003 0.11397289 0.19328797]
478,2690,723,1,[0.2752321 0.7247679],16,1,[0.14382908 0.85617083],21,1,[0.36977583 0.63022417],-207,1,[0.5832318  0.25296438 0.1638038 ],-593,1,[0.63600415 0.05673027 0.11397251 0.19329302]
479,2695,731,1,[0.32353577 0.6764642 ],31,1,[0.16965303 0.83034694],32,1,[0.32121477 0.6787852 ],-197,1,[0.5540651  0.2514277  0.19450717],-590,1,[0.63707227 0.05667936 0.11405692 0.19219147]
480,2700,738,1,[0.34979567 0.6502043 ],45,1,[0.15237494 0.8476251 ],37,1,[0.37019852 0.62980145],-190,1,[0.5971369  0.20583619 0.19702686],-585,1,[0.68702316 0.04809516 0.12258372 0.14229794]
481,2705,743,1,[0.33641797 0.66358197],58,1,[0.15158227 0.8484177 ],43,1,[0.32407475 0.67592525],-180,1,[0.59713227 0.20584284 0.19702493],-571,1,[0.68702316 0.04809516 0.12258372 0.14229794]
482,2710,744,1,[0.19360805 0.806392  ],65,1,[0.13841881 0.8615812 ],48,1,[0.19010366 0.8098963 ],-172,1,[0.5971401  0.20583177 0.19702822],-558,1,[0.68702316 0.04809515 0.1225837  0.14229794]
483,2715,743,1,[0.19785756 0.8021425 ],67,1,[0.16141146 0.83858854],49,1,[0.26137385 0.7386261 ],-168,1,[0.5971358  0.20583554 0.1970286 ],-550,1,[0.68702316 0.04809515 0.1225837  0.14229794]
484,2720,745,1,[0.20157121 0.7984288 ],75,1,[0.1477253  0.85227466],54,1,[0.20222913 0.7977708 ],-163,1,[0.5971308  0.20584029 0.197029  ],-537,1,[0.68702316 0.04809515 0.1225837  0.14229794]
485,2725,750,1,[0.30150157 0.69849837],89,1,[0.20285025 0.7971498 ],59,1,[0.15659705 0.8434029 ],-158,1,[0.597053   0.20591271 0.19703434],-530,1,[0.68702316 0.04809515 0.1225837  0.14229794]
486,2730,759,1,[0.43277952 0.5672204 ],94,1,[0.17411473 0.82588524],64,1,[0.1658668 0.8341332],-152,1,[0.59701335 0.20594965 0.1970371 ],-521,1,[0.68702316 0.04809515 0.1225837  0.14229794]
487,2735,768,1,[0.4229368 0.5770632],103,1,[0.14328317 0.8567168 ],71,1,[0.17177454 0.8282255 ],-144,1,[0.5968537  0.20609683 0.19704956],-515,1,[0.68702316 0.04809515 0.1225837  0.14229794]
488,2740,772,1,[0.31252196 0.68747807],107,1,[0.21300179 0.7869983 ],83,1,[0.16860569 0.8313943 ],-134,1,[0.59711796 0.20584102 0.19704103],-509,1,[0.68702316 0.04809515 0.1225837  0.14229794]
489,2745,773,1,[0.2324413  0.76755875],107,1,[0.28884396 0.711156  ],93,1,[0.21208054 0.78791946],-129,1,[0.59695756 0.20597452 0.19706796],-502,1,[0.68702316 0.04809515 0.1225837  0.14229794]
490,2750,775,1,[0.18132661 0.8186734 ],109,1,[0.27585006 0.72414994],104,1,[0.19334593 0.8066541 ],-117,1,[0.5881892  0.21322125 0.19858955],-493,1,[0.68702316 0.04809515 0.1225837  0.14229794]
